,account_name,username,post_date,tweet
795,Angga PF,@AnggaPutraF,2021-11-13T18:20:12.000Z,kalau ada yang pacar di kampus dia pegang tangan kalau tanpa diksi tuju atau ingin maka itu keras seksual makanya apa diksi substansi penting pegang tangan tahu saya tidak asusila tapi kalau tidak tuju pegang itu keras seksual
796,Angga PF,@AnggaPutraF,2021-11-13T18:07:24.000Z,and legalisasi zina dengan dasar bagus dari mana ya jauh ini saya hanya temu logika lompat bahwa dengan tuju adalah legalisasi zina dalam konteks keras seksual di kampus pegang tangan itu bukan zina tapi tanpa tuju dia jadi keras seksual
797,ᴸ𝐵𝑒𝑙𝑙𝑎 || Waiting Xiulo,@nsyabellaaaa,2021-11-13T17:59:39.000Z,tonton mata najwa yang bahas keras seksual lingkung kampus menang jadi jadi korban kuat banget cerita kronologi
798,Alwari #dirumahaja,@FaizalOktaW,2021-11-13T16:59:42.000Z,and oh ada juga khawatir begini bisa jadi nanti pihak kampus malah lebih fokus dan lebih suka mencaricari salah pihak yang berpacaranberpasangan di dalam kampus alihalih cegah keras seksual dan lindung korban agung wardana november show this thread
799,OposisiCerdas.com,@OposisiCerdas,2021-11-13T16:38:01.000Z,badan eksekutif mahasiswa sih temu keras seksual di kampus dominasi dosen ke mahasiswa zakiah darajat sebut kasus keras seksual di lingkung kampus banyak timpa mahasiswa yang
800,Ganda Febri Kurniawan,@ganda_fk,2021-11-13T16:36:54.000Z,paling tidak ada bingung yang pecah apa bila individu hadap masalah keras seksual di kampus ada rujuk jelas mana ia harus tindak
801,Ganda Febri Kurniawan,@ganda_fk,2021-11-13T16:34:36.000Z,kenapa saya antusias dengan terbit permendikbud karena di situ ada akses tuju adil bagi korban keras seksual yang tidak hanya jadi slogan ada langkah konkret kampus sedang normalisasi dari perilaku asusila
802,Sam Ardi,@Sam_Ardi,2021-11-13T16:23:20.000Z,gagal hubung seksual di lobi rektorat onggok daging rusuh lini masa coba untung di sudut tutup septic tank kampus
803,vanya,@RadioSlncd,2021-11-13T16:23:19.000Z,ketar tir kampus ku tidak ngelaksanain ini soal tadi pagi saja webinar keras seksual tolak permendikbud ini acara dari dua fakultas pula dekan sendiri angkat bicara tolong pakbu the ikut media includes potentially sensitive content change settings view
804,Em.,@emilianaura,2021-11-13T16:20:17.000Z,ini sih apalagi laku leceh seksual itu bahkan ada yang dosen teman pernah leceh cara verbal sampai ajak begitu sama salah satu dosen di kampus jijik asli
805,Jack,@_jacobliem,2021-11-13T16:19:31.000Z,wah kampus saya apa kabar nih yang betah nangkring top tapi masalah leceh seksual mahasiswi malah berat korban
806,M. Fatahillah Akbar,@mfatahilahakbar,2021-11-13T16:18:41.000Z,kode etik kampus kan banyak ugm belum punya perek keras seksual akhir punya rek kode etik mahasiswa ugm tahun kalau kena begitu tetap proses etik pak bisa keluar dari kampus atau tidak skorsing sanksi yang sama juga ada di permendikbud mustofa nahrawardaya november ada oknum mahasiswa lagi mesumzina surat pemberitahuan tahun contoh di permen mereka lagi begitu di tempat gelap di sudut tutup kampus privatelah ada beberapa pasang lalu tahu satpam tanya kalian ini saling suka jawab yess solusi lanjut atau suruh stop
807,Em.,@emilianaura,2021-11-13T16:15:14.000Z,and others zaki waktu gue kuliah dulu beberapa kali lo mahasiswi datang ke gue lapor kalau mereka kena leceh seksual di kampus tapi tidak bisa apa apa karena apa karena tidak ada hukum yang bisa jerat para laku ini bahkan sudah ada bukti visum pun tetap tidak bisa
808,kapanlagicom,@KapanLagicom,2021-11-13T16:13:03.000Z,mulai dari cinta laura hingga dian sastro deret artis yang dukung cegah keras seksual di wilayah kampus deret artis yang dukung cegah situs entertainment besar di indonesia berita gosip foto game kartu ucap resensi film musik dan banyak lagi kalau bukan sekarang kapan lagi
809,antaranews.com,@antaranews,2021-11-13T16:11:04.000Z,usu dukung permendikbudristek cegah keras seksual di kampus usu dukung penuh atur menteri didik budaya riset dan teknologi permendikbudristek tentang cegah dan
810,Pingkann,@pingkannbll,2021-11-13T16:10:23.000Z,jadi masalah awal benar ya tetap permendikbud yang atur pasal tentang keras seksual di lingkung kampus tetapi orang masuk bapak ini malah puntir omong sampai sebar ke masalah consent yang sama saja dukung zina padahal adalah kalau sudah ks ya pasti tidak ada consent malah puter enggak jelas
811,安瓦尔·陈因子,@Sang_gedang2,2021-11-13T15:54:15.000Z,mantap permendikbud wajib bentuk satu tugas tiap kampus jadi ada keras seksual mau adu mana jelas benar di kampus sudah ada banyak organisasi yang gerak tangan keras seksual tetapi ya khusus cewek doang wkwk yogi natasukma november ow ya nadiem makarim sebut guru tinggi yang tidak laksana permendikbud siapsiap henti bantu uang dan sarana prasarana hingga turun akreditasi utm sourcekumdesktoputm mediumcopytoclipboardutm campaignshareshareidueolwttkynq show this thread
812,Chair Nur Wahyudi,@chairwahyudi,2021-11-13T15:48:56.000Z,begini gampang gue jelas biar otak tolol kamu paham ini fakta keras seksual di lingkung kampus ada atur harus buat cepat untuk tiada hal sebut dengan ada undang undang atau hukum oke buat hukum yang harus adalah dewan wakil rakyat tapi mereka tidak buat
813,bel,@glamgloud,2021-11-13T15:48:07.000Z,itu laiii kayak atur menteri tentang hapus keras seksual di akademik aka kampus begitu lai
814,Chair Nur Wahyudi,@chairwahyudi,2021-11-13T15:42:54.000Z,arti justru ini dapat arti hal kalau kamu husnudzan dewan wakil rakyat sama sekali tidak guna untuk buat undang undang yang lindung mahasiswa atas keras seksual di lingkung kampus harap permendikbud ini bisa jadi katalis untuk dewan wakil rakyat akhir pikir buat bikin undang undang sebut
815,IVE DEBUT!!!,@pinkieggs,2021-11-13T15:34:59.000Z,suka sama jelas tapi unsur paksa tidak ada itu unsur yang paling penting dalam keras seksual baik verbalfisik mungkin karena aspek lingkung kampus paling banyak kasus dosenmahasiswi jadi ya begitu difokusin ke timpang kuasa dan gender yogi natasukma november ow ya nadiem makarim sebut guru tinggi yang tidak laksana permendikbud siapsiap henti bantu uang dan sarana prasarana hingga turun akreditasi show this thread
816,AkunNyinyir,@Dudurududu1,2021-11-13T15:34:37.000Z,and nah sila bikin atur lagi tentang itu atau masuk di rancang undang undang partai adil sejahtera permen ini kan muncul karena rancang undang undang partai adil sejahtera belum ramping sedang keras seksual di kampus sklolah bahkan pesantren makin marak jadi kasihan korban karena permen untuk mlindungi mereka malah dipolitisir mnjd polemik
817,#DaruratKeadilan,@zyz_Oke,2021-11-13T15:32:10.000Z,and yang tolak itu bukan seluruh pasal tetapi ada pasal yang buat celah bebas sex di kampus dan sekolah tetapi kelompok yang pro memutarbalikkan fakta olah kelompok yang kontra tolak lindung hadap keras seksual bisa jadi kelompok yang pro pro juga hadap lgbt
818,Bzee,@bzee_why,2021-11-13T15:30:44.000Z,and lagi pula anda menggeneralisir dapat orang dasar satu isu yang didukungditolak itu sempit sekali satu sama dukung permendikbud itu adalah dukung hapus keras seksual di lingkung kampus kalau ada beda dapat di hal lain itu biasa
819,AWas,@AndryWaseso,2021-11-13T15:25:51.000Z,kalau akhir permen sebut sebut larang giat seksual di kampus dengan consent masih rewel tidak itu soal seks konsensual
820,E-Vain Kenobi,@xvnavenvx,2021-11-13T15:22:55.000Z,bagaimana ya kabar mas mahasiswa prestasi uii yang jadi sangka leceh seksual pas lagi kuliah di luar negeri sama kampus hehe the ikut media includes potentially sensitive content change settings view
821,luna ✧.*,@revvveuse,2021-11-13T15:20:51.000Z,and others poin lo mbak ini lagi bahas keras seksual di kampus malah tekan zina barang jiannn
822,Bujang_Lasak,@adeninho,2021-11-13T15:19:59.000Z,and others belum ada permen orang tidak punya dalih kalau dia keluar begitu ada permen ini mereka bisa tuntut kalau keluar kmpus mereka anggap buat mereka bukan masuk keras seksual dan kampus tidak ada hak pidana juga tidak kena apalagi ada dik cukup sudah dalil
823,Pablo Honey,@ensiklofedi,2021-11-13T15:18:29.000Z,and terus biar saja keras seksual ada di area kampus tanpa ada atur kena sanksi apa untuk laku
824,unch per se,@Counterclckwhys,2021-11-13T15:17:47.000Z,ingat bahwa obyek permen ini bukan hanya tenaga didik tetapi juga sama mahasiswa anda bayang saja konsekuensi logis dari terap permen ini mau dekat sama orang di kampus pikir lagi deh salah kamu kena pasal bisa saja kamu rayu tidak pakai nuansa seksual tapi ingat tadi
825,MUSTOFA NAHRAWARDAYA,@TofaTofa_id,2021-11-13T14:50:54.000Z,lalu siapa yang mau jadi saksi keras seksual di kampus jika zina dan keras seksual tak mungkin jadi di lorong kelas di lobi rektorat dan di tempat parkir dsukirmanudah pasang cip sinovac november yang atur tentang keras seksual yang goreng soal zina itu saja sudah beda hanbok ya sekali pakai pikir pak
826,Rindradana,@ponakannyaom,2021-11-13T14:49:02.000Z,partai adil sejahtera bahas keras seksual di kampus saja kayak orang tolol apalagi kalau nanti bahas keras seksual di pesantren
827,Rumail Abbas,@Stakof,2021-11-13T14:44:04.000Z,and bagaimana jika ambil gambar rekam edar foto nuansa seksual itu laku untuk butuh nonseksual boleh contoh foto payudara untuk perlu medis di kampus atau visum di paha
828,wed,@vvedatan,2021-11-13T14:42:58.000Z,lepas mau dukung atau kontra nyata bahwa keras seksual di kampus tidak pernah henti itu nyata ada fokus pada korban pada damping korban yang senantiasa kutat juang adil untuk korban keras seksual mereka yang harus jadi fokus
829,Rizky arifianto,@kudelws,2021-11-13T14:39:04.000Z,mana yahbtanggung jawab bagaimana nih untirta bagai organisasi yang ngusung program stategisnya kampus ramah perempuan sementara kader nya mantan ketua komisariat dan presiden mahasiswa duga laku leceh seksual diam doang bubar saja jadi organisasi wkwk
830,Bicara Sejenak,@bicarasejenak_,2021-11-13T14:31:45.000Z,baik juga mohon baca draft nya dengan lengkap jangan lupa juga baca datadata kasus keras seksual di lingkung kampus masih ingat dengan kasus yang baru baru jadi di unri bagaimana alur yang usaha diputarbalikkan serang korban
831,TanoMaske,@Tano_Maske,2021-11-13T14:29:34.000Z,permendikbud itu benar cukup pasa saja bunyi kira begini karena kampus adalah lmbaga didik tempat cetak generasi yang karakter moral dan mental tangguh maka seluruh aktivitas seksualpelecehan seksual dan yang rupa dengan itu larang di area kampus
832,gita hastarika,@hastarika,2021-11-13T14:28:56.000Z,keluar twitter masuk zoom kasih di zoom ada orang anggap begitu anak jadi dewasa umur tahun mk semua yang jadi pada adalah atas tuju di kasih keras seksual anggap iris dengan fenomena ayam kampus open bo selir dosen aku jauh orang karena depresi
833,BEM FF UI,@BEMFFUI,2021-11-13T14:26:19.000Z,keras seksual dalam kampus badan eksekutif mahasiswa oi badan eksekutif mahasiswa fh oi badan eksekutif mahasiswa fib oi badan eksekutif mahasiswa industri kecil tengah fk oi badan eksekutif mahasiswa fkg oi badan eksekutif mahasiswa im fakultas sehat masyarakat oi badan eksekutif mahasiswa fan fiction oi badan eksekutif mahasiswa fmipa oi badan eksekutif mahasiswa fakultas ilmu sosial dan ilmu politik oi badan eksekutif mahasiswa fpsi oi badan eksekutif mahasiswa februari oi badan eksekutif mahasiswa fik oi badan eksekutif mahasiswa fasilkom oi badan eksekutif mahasiswa ft oi badan eksekutif mahasiswa fia oi badan eksekutif mahasiswa vokasi oi dan hopehelps oi narahubung
834,BEM FF UI,@BEMFFUI,2021-11-13T14:26:19.000Z,keluar untuk jadi payung hukum bagi korbankorban keras seksual di lingkung guru tinggi oleh karena itu aliansi keras seksual dalam kampus seui nyata sikap yang dapat akses pada pranala ikut aliansi
835,GoSumutcom,@GoSumutdotcom,2021-11-13T14:26:04.000Z,rektor usu dukung penuh permendikbudristek cegah keras seksual di kampus usu dari muryanto amin dukung penuh atur menteri didik dan budaya permendikbudristek nomor tahun tentang cegah dan
836,neira,@neirapenguin,2021-11-13T14:22:41.000Z,and bahkan suami istri pun laku giat seksual ya di rumah apa di kampus apalagi tidak suami istri
837,"Di rumah aja, Awe!",@awemany,2021-11-13T14:07:55.000Z,and institusi kampus milik fungsi dan tuju yang acu pada undang undang didik apakah keliru saat minta kampus cari cegah keras seksual itu lalu bentuk akhlak larang giat seksual di kampus misal problem di mana
838,Fadim,@Fadim98171431,2021-11-13T13:55:02.000Z,maju terus pantang
839,Rumail Abbas,@Stakof,2021-11-13T13:53:36.000Z,and apakah permendikbud ini mutlak ya tidak ketika tidak ada yang jelas di permen ini maka praktik seksual yang tidak jelas akan rujuk hukum yang lebih tinggi kuhp sss tidak pidana tapi sss di kampus kena pidana tertib umum bukan
840,connect: rene,@tokkiss,2021-11-13T13:53:03.000Z,cuma mau bilang terima kasih ke pak nadiem moga dengan ada permendikbud ini makin cipta lingkung yang aman dari keras dan leceh seksual di sekolah maupun kampus bagi semua orang the ikut media includes potentially sensitive content change settings view
841,Kang Typo,@LiterasiTypo,2021-11-13T13:43:38.000Z,sehingga akan jadi aneh apabila aktivitas seksual di luar nikah yang dasar atas sepakat sama tidak lagi rupa bentuk langgar norma di kampus dengan keluar permendikbud
842,BAYU ADISAPOETRA,@iamsoftanimal,2021-11-13T13:39:24.000Z,mau ada permen atau tidak ada permen yang nama mesum baik suka sama suka ya tetap bisa tindak sama sih kampus lah dua bisa di sanksi keluar dari kampus jelas permen sebut hanya lindung bagi korban keras seksual bukan arti yang mesum bisa bebas apa
843,Free Palestine,@WulanSaroso,2021-11-13T13:29:42.000Z,tolak permendikbud kata jahat kelamin pro keras seksual padahal yang tolak kutuk perilaku seks bebas tolak pun tidak cuma ribut tetapi kasih masuk solusi atas jahat seksual di kampus tetapi yang kasih masuk kekeh ada apa
844,hoba VOTE MAMA D-7,@sesuaiumur,2021-11-13T13:25:36.000Z,lihat beliau di mata najwa kapan lalu tentang bahas leceh seksual di area kampus benerbener bikin gari sih the ikut media includes potentially sensitive content change settings view
845,Safira Caroline Christina,@scarolinech,2021-11-13T13:23:35.000Z,yuk kita samasama diri sama para sintas dan lawan laku keras seksual utama di lingkung kampus
846,Yoshi99,@Yoshi91233,2021-11-13T12:28:30.000Z,goblok kamu permendibud itu untuk cegah keras seksual yang jelas tanpa tuju korban soal larang batas aktivitas seksual di kampus sudah atur di tatib masing kampus dan ikat baik mahasiswa yang sudah nikah atau belum kamu makin tolol saja tofa haha
847,Rew-B,@rubyastari,2021-11-13T12:18:02.000Z,permendikbud cegah dan tangan keras seksual adalah langkah terobos dalam tangan kasus keras seksual di lingkung kampus yang kadang picu ragu dari pihak wenang yang sebut permendikbud ppks biar seks bebas itu tak dasar
848,IDN Times,@idntimes,2021-11-13T12:13:47.000Z,komisi nasional perempuan sesal kasus keras seksual di kampus komisi nasional perempuan sorot hal ini komisi nasional perempuan sesal kasus keras seksual di kampus
849,viktorkonyolsky,@viktorkonyolsky,2021-11-13T12:13:32.000Z,and intelligence quotient nya tahu nyata kamu enggak paham jadi begini kami tidak sedang soal keras seksual pasal yang kait dengan keras seksual boleh lanjut yang kami ingin cuma hilang frasa tanpa tuju sehingg jadi larang abc xyz di lingkung kampus
850,Sigit Widodo,@sigitwid,2021-11-13T12:04:32.000Z,kesah rancang undang undang partai adil sejahtera hambat dan pasalpasalnya sedang kebiri oleh sekarang mereka ingin berangus permendikbud progresif yang butuh kampus untuk lawan keras seksual dewan wakil rakyat upah rakyat miliar rupiah kerja sembarang lawan
851,indotimur.com,@ComIndotimur,2021-11-13T12:02:24.000Z,rektor unkhair ternate minta mahasiswa lapor kasus keras seksual di kampus
852,Arief Setiawan II,@Arief_2792,2021-11-13T11:52:07.000Z,and others bagus dong kampus harus bebas dari keras seksual masa kita tega biar mahasiswa di kampus indonesia buat mesum seperti yang laku oleh habib rizieq kan aneh
